"original_text","final_text","sentiment","sentiment_label","__index_level_0__"
"@grok kenapa lembaga seperi BKN @BKNgoid dan menpan @kempanrb sangat minim akan budaya kerja dan program kerja yg penuh inovasi ? Utk melakukan perbaikan manajeman di pemerintahan @PNS_Ababil @PNS_Garis_Lucu","kenapa lembaga seperi bkn dan menpan sangat minim akan budaya kerja dan program kerja yg penuh inovasi ? utk melakukan perbaikan manajeman di pemerintahan",2,"positive",9230
"@cannogate @ch_chotimah2 Walaupun tau klu partai lebih berkuasa bijiMane caranya makanya sekarang kartunya dikeluarin atu atu pak Jokowi yg ngeluarin kartu presiden prabowo yg eksekusi","walaupun tau klu partai lebih berkuasa bijimane caranya makanya sekarang kartunya dikeluarin atu atu pak jokowi yg ngeluarin kartu presiden prabowo yg eksekusi",1,"neutral",1868
"dari awal kepemimpinan itu dinilai dari kinerja-nya, seperti anies (tolak psn reklamasi), ahok (gusur dan tegas), bj-habibie (buat pesawat, dan dollar turun)

bukan gimmick kaya jokowi (masuk gorong2), dedy (nyemplung ke selokan), lucky (sindir-menyindir), prabowo (joget) https://t.co/kFGGctRni3","dari awal kepemimpinan itu dinilai dari kinerja-nya, seperti anies (tolak psn reklamasi), ahok (gusur dan tegas), bj-habibie (buat pesawat, dan dollar turun) bukan gimmick kaya jokowi (masuk gorong2), dedy (nyemplung ke selokan), lucky (sindir-menyindir), prabowo (joget)",0,"negative",4996
"@psi_id Ini real presiden omon* 100 hari lebih menjabat tak ada satu pun janji kampaye yg sudah di kerjakan, pengentasan kemiskinan, pengangguran, pelayanan kesehatan, inprastruktur di pelosok, dak ada yg di kerjakan, pik ini presiden dak punya konsep membangun indonesia...","ini real presiden omon* 100 hari lebih menjabat tak ada satu pun janji kampaye yg sudah di kerjakan, pengentasan kemiskinan, pengangguran, pelayanan kesehatan, inprastruktur di pelosok, dak ada yg di kerjakan, pik ini presiden dak punya konsep membangun indonesia...",2,"positive",1415
"@CNNIndonesia Jauh dari janji kampanye segalanya serba manis ehh udh jadi malah ngajak hidup susah.. kirain bernafsu menjadi presiden sampe 3x serius mau mensejahterakan rakyat.","jauh dari janji kampanye segalanya serba manis ehh udh jadi malah ngajak hidup susah.. kirain bernafsu menjadi presiden sampe 3x serius mau mensejahterakan rakyat.",0,"negative",3457
"Urat malu menteri desa sudah hilang? mungkin dia tertawa karena telah terbiasa melakukan pelanggaran hukum... Gini amat menteri @prabowo https://t.co/jk6axNxX7I","urat malu menteri desa sudah hilang? mungkin dia tertawa karena telah terbiasa melakukan pelanggaran hukum... gini amat menteri",0,"negative",5505
"Indonesia Kirim Bantuan Kemanusiaan ke Myanmar

#TNI #BantuanKemanusiaan #Myanmar #Prabowo #Kemhan #SolidaritasASEAN https://t.co/DnzDjmzkGz","indonesia kirim bantuan kemanusiaan ke myanmar",2,"positive",5730
"Pidana itu jalan terakhir, jika masalah-masalah lain sudah teratasi. Seperti subsidi pemerintah utk buku, dan/atau penghapusan pajak atas buku, dll., yang dibuat untuk meningkatkan minat baca sekaligus membentuk ekosistem literasi-ekonomi.

Tetapi bajakan itu tetap pencurian.","pidana itu jalan terakhir, jika masalah-masalah lain sudah teratasi. seperti subsidi pemerintah utk buku, dan/atau penghapusan pajak atas buku, dll., yang dibuat untuk meningkatkan minat baca sekaligus membentuk ekosistem literasi-ekonomi. tetapi bajakan itu tetap pencurian.",0,"negative",9692
"@Ndons_Back @prabowo @are_inismyname @florieliciouss @BANGSAygSUJUD @99propaganda @Kimberley_PS08 @IrawanRommi @DarekaRendy @jatmiko99604253 @MakeItAQuote Dr 3 jurus Pak Prabowo menghadapi tarif impor US yg pling gk masuk akal itu MBG
Apa hbngn MBG dngn menekan kebijakan impor US??
Klo hilirisasi ok lah wlpn smpe skrng blm terjadi msh sebatas perencanaan 
BRICS jg blm kita lihat secara lngs apakah bs menekan kebijakan US","dr 3 jurus pak prabowo menghadapi tarif impor us yg pling gk masuk akal itu mbg apa hbngn mbg dngn menekan kebijakan impor us?? klo hilirisasi ok lah wlpn smpe skrng blm terjadi msh sebatas perencanaan brics jg blm kita lihat secara lngs apakah bs menekan kebijakan us",0,"negative",7859
"sekalinya korupsi gedegedean kebongkar satusatu kok nyalahin presiden? lu terimakasih kocaggg wkwk aneh. artinya janji kampanye soal brantas korupsi beneran dilakuin. ini lo oplos pertamax udah dari 2018 wkwk. sakit emg😌","sekalinya korupsi gedegedean kebongkar satusatu kok nyalahin presiden? lu terimakasih kocaggg wkwk aneh. artinya janji kampanye soal brantas korupsi beneran dilakuin. ini lo oplos pertamax udah dari 2018 wkwk. sakit emg😌",0,"negative",3383
"@RajaJuliAntoni jika bowo masih mau melindungi @jokowi tdk mau mendengarkan tuntutan rakyat agar si bekas presiden terkorup didunia untuk diadili...maka dalam 100 hari  kedepan jika gerakan masyarakat mahasiswa turun kejalan masih berlangsung maka  @prabowo  menuju kejatuhan 
#IndonesiaGelap","jika bowo masih mau melindungi tdk mau mendengarkan tuntutan rakyat agar si bekas presiden terkorup didunia untuk diadili...maka dalam 100 hari kedepan jika gerakan masyarakat mahasiswa turun kejalan masih berlangsung maka menuju kejatuhan",0,"negative",1103
"@jurno_id Gimana dengan Indonesia?

Kebijakan ERP sudah muncul di pemerintahan Sutiyoso tahun 2004 karena kebijakan 3 in 1 gagal. Rencananya mau diintegrasikan dengan TransJakarta, tapi terus diundur sampai sekarang.

Baca selengkapnya di Jurno ya!","gimana dengan indonesia? kebijakan erp sudah muncul di pemerintahan sutiyoso tahun 2004 karena kebijakan 3 in 1 gagal. rencananya mau diintegrasikan dengan transjakarta, tapi terus diundur sampai sekarang. baca selengkapnya di jurno ya!",1,"neutral",8897
"BRICS

Terakhir, Prabowo menggantungkan harapan pada BRICS sebagai penyelamat dari tekanan AS. Pikirnya, mitra dagang seperti Rusia atau Iran bisa jadi solusi dalam hal kebutuhan impor minyak mentah yang murah, dan kerja sama ini akan mengurangi ketergantungan pada terhadap US. Tapi, strategi itu hanya manipulasi murahan yang hanya memperlihatkan ketidakpahaman Prabowo! Faktanya, perdagangan minyak global, termasuk dengan anggota BRICS, masih didominasi oleh USD. Data dari OPEC di tahun 2024, menjelaskan bahwa 90% impor minyak mentah Indonesia, termasuk dari Iran dan Rusia, diselesaikan dalam transaksi USD. Harga minyak Brent yang sebesar 80 USD per barel, terasa seperti 100 USD per barel  bagi Indonesia karena rupiah yang terus impoten. Jadi, apa bedanya dengan impor dari US atau Arab Saudi? Toh, sama-sama masih menggunakan USD.
 
Bahkan jika BRICS ingin transaksi memakai mata uang lokal, Indonesia belum siap sama sekali. Infrastruktur pembayaran lintas negara dalam IDR masih minim, hanya 0,5% transaksi ekspor-impor Indonesia yang memakai IDR. Yuan atau Rubel? Jangan harap likuid di pasar domestik kita. Rusia memang menjual minyak ke China dengan menggunakan Yuan, sekitar 60% perdagangan mereka berhasil lepas dari USD, menurut laporan dari Bloomberg. Tapi Indonesia? Masih nol progres. Prabowo mungkin berpikir bahwa dia sedang main catur geopolitik, tapi dia lupa bahwa Indonesia hanya sebatas pion yang dimanipulasi dengan narasi anti-Barat tanpa strategi yang nyata.  

Nah yang saya takutkan, ketergantungan pada BRICS malah bisa menjadi jebakan. Impor minyak dari Rusia atau Iran berisiko terkena sanksi sekunder dari US, yang bisa memukul ekspor Indonesia lebih keras lagi. Uni Emirat Arab, anggota BRICS lain, mereka tetap menjual minyak dalam bentuk USD karena mengikuti sistem petrodollar global.

Jadi, kerja sama dengan anggota BRICS ini hanyalah janji kosong yang dibungkus dengan retorika yang megah. Prabowo mungkin merasa pintar di panggung KTT BRICS, tapi di balik layar? dia hanya Presiden yang semakin terlihat bodoh yang tidak bisa melihat bahwa Indonesia, akan tetap babak belur dihajar kurs USD.","brics terakhir, prabowo menggantungkan harapan pada brics sebagai penyelamat dari tekanan as. pikirnya, mitra dagang seperti rusia atau iran bisa jadi solusi dalam hal kebutuhan impor minyak mentah yang murah, dan kerja sama ini akan mengurangi ketergantungan pada terhadap us. tapi, strategi itu hanya manipulasi murahan yang hanya memperlihatkan ketidakpahaman prabowo! faktanya, perdagangan minyak global, termasuk dengan anggota brics, masih didominasi oleh usd. data dari opec di tahun 2024, menjelaskan bahwa 90% impor minyak mentah indonesia, termasuk dari iran dan rusia, diselesaikan dalam transaksi usd. harga minyak brent yang sebesar 80 usd per barel, terasa seperti 100 usd per barel bagi indonesia karena rupiah yang terus impoten. jadi, apa bedanya dengan impor dari us atau arab saudi? toh, sama-sama masih menggunakan usd. bahkan jika brics ingin transaksi memakai mata uang lokal, indonesia belum siap sama sekali. infrastruktur pembayaran lintas negara dalam idr masih minim, hanya 0,5% transaksi ekspor-impor indonesia yang memakai idr. yuan atau rubel? jangan harap likuid di pasar domestik kita. rusia memang menjual minyak ke china dengan menggunakan yuan, sekitar 60% perdagangan mereka berhasil lepas dari usd, menurut laporan dari bloomberg. tapi indonesia? masih nol progres. prabowo mungkin berpikir bahwa dia sedang main catur geopolitik, tapi dia lupa bahwa indonesia hanya sebatas pion yang dimanipulasi dengan narasi anti-barat tanpa strategi yang nyata. nah yang saya takutkan, ketergantungan pada brics malah bisa menjadi jebakan. impor minyak dari rusia atau iran berisiko terkena sanksi sekunder dari us, yang bisa memukul ekspor indonesia lebih keras lagi. uni emirat arab, anggota brics lain, mereka tetap menjual minyak dalam bentuk usd karena mengikuti sistem petrodollar global. jadi, kerja sama dengan anggota brics ini hanyalah janji kosong yang dibungkus dengan retorika yang megah. prabowo mungkin merasa pintar di panggung ktt brics, tapi di balik layar? dia hanya presiden yang semakin terlihat bodoh yang tidak bisa melihat bahwa indonesia, akan tetap babak belur dihajar kurs usd.",0,"negative",7639
"janji kampanye prabowo
pemberantasan korupsi (?)
Hilirisasi (?)
Melanjutkan IKN (?)
dan mereka malah terlalu fokus sama MBG yang malah menimbulkan lebih banyak masalah?","janji kampanye prabowo pemberantasan korupsi (?) hilirisasi (?) melanjutkan ikn (?) dan mereka malah terlalu fokus sama mbg yang malah menimbulkan lebih banyak masalah?",0,"negative",8044
"@FmplMerapi @prabowo @gibran_tweet @ListyoSigitP @DivHumas_Polri @Puspen_TNI @propampolri @Gerindra Penegak hukum?.
Emang e ijeh Ono???","penegak hukum?. emang e ijeh ono???",1,"neutral",2625
"Tepat 20 hari menjelang 6 bulan pemerintahan Prabowo, TRIO “diehard” Jokowi (LBP, Pratikno, dan Budi Arie) dipanggil/menghadap Jokowi di Solo.

Dan yg menarik, LBP tiba-tiba bikin pernyataan bhw Jokowi tdk pernah melanggar hukum dan konstitusi. 
Apakah pernyataan ini bermakna pesan bhw :
1) jangan ada tuntutan adili Jokowi
2) jangan persoalkan Wapres Gibran dan 
3) jika terjadi sesuatu maka Gibran memenuhi syarat gantikan Prabowo.

Kita tunggu gebrakan apa yg akan dilakukan oleh TRIO bbrp hari ke depan - termasuk demo yg framing revisi UU TNI menjadi tuntutan “turunkan Prabowo dan masukkan TNI ke Barak” 

MENGGANTIKAN tuntutan rakyat 

“Adili Jokowi dan Lawan Oligarki”","tepat 20 hari menjelang 6 bulan pemerintahan prabowo, trio “diehard” jokowi (lbp, pratikno, dan budi arie) dipanggil/menghadap jokowi di solo. dan yg menarik, lbp tiba-tiba bikin pernyataan bhw jokowi tdk pernah melanggar hukum dan konstitusi. apakah pernyataan ini bermakna pesan bhw : 1) jangan ada tuntutan adili jokowi 2) jangan persoalkan wapres gibran dan 3) jika terjadi sesuatu maka gibran memenuhi syarat gantikan prabowo. kita tunggu gebrakan apa yg akan dilakukan oleh trio bbrp hari ke depan - termasuk demo yg framing revisi uu tni menjadi tuntutan “turunkan prabowo dan masukkan tni ke barak” menggantikan tuntutan rakyat “adili jokowi dan lawan oligarki”",0,"negative",5571
"@urmoodboostyy @ruslimuhyidin1 @balabalabilibul @prillyyla @prabowo @aniesbaswedan Tapi ga ada mba pemutihan utang UMKM. Belom berjalan. Masih omon omon doang","tapi ga ada mba pemutihan utang umkm. belom berjalan. masih omon omon doang",1,"neutral",5993
"Pemerintah berkomitmen kuat untuk mewujudkan swasembada pangan sebagai langkah strategis dalam menjaga ketahanan pangan nasional dan mendukung kemandirian ekonomi. #DukungSwasembadaPangan https://t.co/5QvpE6DYQa","pemerintah berkomitmen kuat untuk mewujudkan swasembada pangan sebagai langkah strategis dalam menjaga ketahanan pangan nasional dan mendukung kemandirian ekonomi.",2,"positive",9513
"@BBCIndonesia Presiden omon2 100 hari berkuasa sdh bikin susah ko mau 10 tahun ndasmu...","presiden omon2 100 hari berkuasa sdh bikin susah ko mau 10 tahun ndasmu...",0,"negative",1251
"Presiden Prabowo berencana membangun 70 ribu koperasi desa sebagai wadah bagi masyarakat untuk berjualan dan mengembangkan usaha mereka. 

Program  ini bertujuan untuk meningkatkan perekonomian desa dan memberdayakan  masyarakat secara mandiri. Hal ini disampaikan Prabowo dalam taklimatnya  kepada para pejabat Kabinet Merah Putih.","presiden prabowo berencana membangun 70 ribu koperasi desa sebagai wadah bagi masyarakat untuk berjualan dan mengembangkan usaha mereka. program ini bertujuan untuk meningkatkan perekonomian desa dan memberdayakan masyarakat secara mandiri. hal ini disampaikan prabowo dalam taklimatnya kepada para pejabat kabinet merah putih.",2,"positive",3292
"@journesan Realitanya, di 100 hari pertama terjadi pembungkaman media yang lebih luas dibandingkan masa presiden sebelumnya.","realitanya, di 100 hari pertama terjadi pembungkaman media yang lebih luas dibandingkan masa presiden sebelumnya.",2,"positive",1276
"@ReimuCxre Ekonomi Jepang juga lagi tak baik. 😅","ekonomi jepang juga lagi tak baik. 😅",1,"neutral",6559
"MantP! Kinerja Menteri BUMN Erick Thohir dalam 100 hari kerja Kabinet Prabowo jadi sorotan utama media.

#berita #presidenprabowo #100harikerja #erickthohir #menteribumn #detik #tepatsolutifindonesia

@kemenBUMN @erickthohir https://t.co/DBGJYpCnpF","mantp! kinerja menteri bumn erick thohir dalam 100 hari kerja kabinet prabowo jadi sorotan utama media.",1,"neutral",3925
"@prabowo kalo anda bijak presiden tinggal blg ke masyarakat ""utk seluruh rakyat Indonesia minta maaf ditahun pertama sy tdk memenuhi janji kampanye sy krn pemerintah kekurangan anggaran dikarenakan pemerintahan Mulyono meninggalkan utang yg banyak"" gw yakin masyakat akan menerima","kalo anda bijak presiden tinggal blg ke masyarakat ""utk seluruh rakyat indonesia minta maaf ditahun pertama sy tdk memenuhi janji kampanye sy krn pemerintah kekurangan anggaran dikarenakan pemerintahan mulyono meninggalkan utang yg banyak"" gw yakin masyakat akan menerima",2,"positive",3481
"Presiden Prabowo siap kendalikan ekonomi Indonesia ditengah perang dagang global.

#presidenprabowo #prabowo #pemerintah #indonesiaemas #dekade08 https://t.co/utyFe5HXg6","presiden prabowo siap kendalikan ekonomi indonesia ditengah perang dagang global.",2,"positive",10003
"#LaporMasWapres
@gibran_tweet

Isi Laporan : Masyarakat NKRI sangat resah pasca kepemimpinan Presiden @prabowo - 100 Hari Pertama - Bahkan Telah  Memicu Aksi Protes di seluruh NKRI dengan tagar 
#IndonesiaGelap 
#KaburAjaDulu
#AdiliJokowi
#FufuFafa

-Thanks","isi laporan : masyarakat nkri sangat resah pasca kepemimpinan presiden - 100 hari pertama - bahkan telah memicu aksi protes di seluruh nkri dengan tagar -thanks",0,"negative",1136
"gercep yang gini gini monyet @prabowo","gercep yang gini gini monyet",1,"neutral",5358
"@BANGSAygSUJUD @iam_zelt @HASBALL18439385 @gtobing2903 @florieliciouss @Alie_Fahnoor @are_inismyname @bitCarli77 @Ndons_Back @99propaganda @Kimberley_PS08 Masalah nya presiden belum mengerjakan apaun untuk rakyat malah justru kebijakan nya bikin gaduh dan susah rakyat, 100 hari lebih menjabat cuma omon*, org miskin justru di ksh makan gratis, gimna kemiskinan bisa diberantas, presiden dak punya konsep dlm pengentasan kemiskinan...","masalah nya presiden belum mengerjakan apaun untuk rakyat malah justru kebijakan nya bikin gaduh dan susah rakyat, 100 hari lebih menjabat cuma omon*, org miskin justru di ksh makan gratis, gimna kemiskinan bisa diberantas, presiden dak punya konsep dlm pengentasan kemiskinan...",0,"negative",999
"@RobbyGu176922 @Djuwan16 @GeiszChalifah @prabowo Dan sudah jadi presiden 100 hari.. malah bingung sendiri. Omong omong sendiri.","dan sudah jadi presiden 100 hari.. malah bingung sendiri. omong omong sendiri.",0,"negative",1501
"@BANGSAygSUJUD @prabowo @99propaganda @adri_zizie @Alie_Fahnoor @are_inismyname @bitCarli77 @DedynurPalakka @florieliciouss @Ndons_Back @antonie77777 @Kimberley_PS08 Harus berani mengakui masih banyak kemiskinan dan ini harus diakhiri lewat pendidikan 

Salut dan hormat kpdmu Presiden Prabowo","harus berani mengakui masih banyak kemiskinan dan ini harus diakhiri lewat pendidikan salut dan hormat kpdmu presiden prabowo",2,"positive",2200
"Stimulus ekonomi Prabowo menenangkan Ramadan dan Idul Fitri kita #BerkahRamadan2025","stimulus ekonomi prabowo menenangkan ramadan dan idul fitri kita",2,"positive",6447
"Dalam masa 100 hari kerja Kabinet Merah Putih, WIKA berhasil selesaikan dan operasikan Sistem Penyediaan Air Minum (SPAM) Regional Jatiluhur 1. Proyek strategis ini bertujuan memenuhi kebutuhan air bersih di wilayah Jabodetabek dan Jawa Barat.","dalam masa 100 hari kerja kabinet merah putih, wika berhasil selesaikan dan operasikan sistem penyediaan air minum (spam) regional jatiluhur 1. proyek strategis ini bertujuan memenuhi kebutuhan air bersih di wilayah jabodetabek dan jawa barat.",2,"positive",3958
"Presiden Indonesia tolol begini, siapa sih yang milih https://t.co/eTmMl8I6Ck","presiden indonesia tolol begini, siapa sih yang milih",0,"negative",400
"@gnieb_namuh_a @saiful_mujani @prabowo Gak jelas, apalagi wapresnya.
Tersandera janji kampanye yg muluk tapi gak mampu eksekusi.","gak jelas, apalagi wapresnya. tersandera janji kampanye yg muluk tapi gak mampu eksekusi.",2,"positive",7135
"@FradaRandi1 Langkah Presiden Prabowo: mitra dagang lebih luas, hilirisasi SDA, konsumsi domestic dikuatkan melawan tarif AS","langkah presiden prabowo: mitra dagang lebih luas, hilirisasi sda, konsumsi domestic dikuatkan melawan tarif as",1,"neutral",7806
"The stars are aligned for him in 2014

His commoner charm + lame duck SBY+ lack for choices in PDIP and other party elites + Prabowo wasn't ready yet + isu HAM Dan Orde baru pada masa itu Masih sangat memberatkan Prabowo","the stars are aligned for him in 2014 his commoner charm + lame duck sby+ lack for choices in pdip and other party elites + prabowo wasn't ready yet + isu ham dan orde baru pada masa itu masih sangat memberatkan prabowo",0,"negative",5312
"@kompascom Kalau ini dianggap tidak memakai dispiln ilmu ekonomi maka ini masalah politik, jadi sejauh mana pemerintah Indonesia mbaca niat politik Amerika, yang jelas secara ekonomi, presiden harus diberikan data valid, nilai tukar rupiah dan nilai perdagangannya,dan opsi2 ekonominya","kalau ini dianggap tidak memakai dispiln ilmu ekonomi maka ini masalah politik, jadi sejauh mana pemerintah indonesia mbaca niat politik amerika, yang jelas secara ekonomi, presiden harus diberikan data valid, nilai tukar rupiah dan nilai perdagangannya,dan opsi2 ekonominya",0,"negative",9952
"@mtenju Bisa diandalkan, 100 hari kabinet Prabowo-Gibran keren abis!","bisa diandalkan, 100 hari kabinet prabowo-gibran keren abis!",1,"neutral",4001
"Halo Sobat Rutala..
Mari kita simak bersama.

Berikut merupakan kilas balik Pencapaian Bersama 100 Hari Kabinet Merah Putih.

Kontributor: Humas Rutan Tamiang Layang
#Kemenimipas
#Ditjenpas
#Pemasyarakatan
#Ditjenpaskalteng
#Rutala
#Rutantamianglayang
#Ariefbudiprasetya https://t.co/PWX61Xfatx","halo sobat rutala.. mari kita simak bersama. berikut merupakan kilas balik pencapaian bersama 100 hari kabinet merah putih. kontributor: humas rutan tamiang layang",2,"positive",4588
"Pemeriksaan gratis, kesehatan terjaga! Ayo dukung Prabowo-Gibran untuk Indonesia yang lebih sehat! #PemeriksaanKesehatanGratis https://t.co/rlW5y0EhfL","pemeriksaan gratis, kesehatan terjaga! ayo dukung prabowo-gibran untuk indonesia yang lebih sehat!",2,"positive",2527
"#Repost @kem_atrbpn
...
Halo #SobATRBPN, Genap 100 hari kerja Menteri ATR/Kepala BPN, Nusron Wahid bersama Wakil Menteri ATR/Wakil Kepala BPN, Ossy Dermawan setelah dilantik dalam Kabinet Merah Putih oleh Presiden Prabowo Subianto.

https://t.co/4MxGXQCHLx","... halo genap 100 hari kerja menteri atr/kepala bpn, nusron wahid bersama wakil menteri atr/wakil kepala bpn, ossy dermawan setelah dilantik dalam kabinet merah putih oleh presiden prabowo subianto.",2,"positive",4436
"@SaddamPradika @BosPurwa @prabowo @KejaksaanRI @grok Mbah @grok tidak pernah mau menjawab setiap pertanyaan yn berbau kasus hukum yg menimpa pejabat tinggi...... Takut ya @grok","mbah tidak pernah mau menjawab setiap pertanyaan yn berbau kasus hukum yg menimpa pejabat tinggi...... takut ya",0,"negative",8590
"@tanyarlfes Kalo di Indo mungkin kebijakannya harus di Balik. Yg ikut program KB dapat reward. 

Secara yg hidupnya dibawah garis kemiskinan beranak pinak mulu. Kalo ngikutin korea yg ada pemerintah boncos.","kalo di indo mungkin kebijakannya harus di balik. yg ikut program kb dapat reward. secara yg hidupnya dibawah garis kemiskinan beranak pinak mulu. kalo ngikutin korea yg ada pemerintah boncos.",0,"negative",9445
"@KotaNusantara Presiden Prabowo: sahabat rakyat punya rumah idaman","presiden prabowo: sahabat rakyat punya rumah idaman",1,"neutral",2271
"Baru 100 hari tapi udah didemo berkali-kali.
Bukannya sadar diri, eh malah efisiensi.
Makan siang ""bergizi"" yang gak begitu berisi dananya malah mau dibuat investasi.
Presiden siapa sih?
#IndonesiaGelap","baru 100 hari tapi udah didemo berkali-kali. bukannya sadar diri, eh malah efisiensi. makan siang ""bergizi"" yang gak begitu berisi dananya malah mau dibuat investasi. presiden siapa sih?",2,"positive",1108
"Presiden RI,
Rakyat yg kritik dikatain ndasmu, dianggap anjing menggonggong.

Kepala kantor komunikasi kepresidenan,
Rakyat dapat teror kepala babi, dimasak aja.

Bukan hanya soal kerja dan kebijakan, dalam hal komunikasi aja rezim ini gagal!!
#IndonesiaGelap #PeringatanDarurat https://t.co/PaCSeSuIe1","presiden ri, rakyat yg kritik dikatain ndasmu, dianggap anjing menggonggong. kepala kantor komunikasi kepresidenan, rakyat dapat teror kepala babi, dimasak aja. bukan hanya soal kerja dan kebijakan, dalam hal komunikasi aja rezim ini gagal!!",0,"negative",29
"@nabiylarisfa Ingat guys, kalo pak Prabs bawa2 istilah “kepentingan bangsa &amp; negara”, sebenarnya itu punya makna “kepentingan dia sendiri dan golongannya”.

Dari sebelum terpilih jadi Presiden, dia suka memakai istilah ini kalo ketemu Jkw or pimpinan parpols.","ingat guys, kalo pak prabs bawa2 istilah “kepentingan bangsa &amp; negara”, sebenarnya itu punya makna “kepentingan dia sendiri dan golongannya”. dari sebelum terpilih jadi presiden, dia suka memakai istilah ini kalo ketemu jkw or pimpinan parpols.",1,"neutral",673
"@kompascom Pantaslah presiden Prabowo di juluki presiden omon"", yang di ucapkan memberantas korupsi yg dilakukan temui runner up koruptor occrp","pantaslah presiden prabowo di juluki presiden omon"", yang di ucapkan memberantas korupsi yg dilakukan temui runner up koruptor occrp",0,"negative",2275
"Hadirilah webinar ""Refleksi 100 Hari Kabinet Merah Putih terhadap Pemenuhan Hak Korban Kekerasan Berbasis Gender"" 

Webinar akan diadakan pada: 

🗓️ Kamis, 30 Januari 2025 
🕑 14.00 WIB 
📍 Daring (via Zoom) 
⛓️‍💥 https://t.co/E1AJSfpeCP https://t.co/jCmIr6JdCS","hadirilah webinar ""refleksi 100 hari kabinet merah putih terhadap pemenuhan hak korban kekerasan berbasis gender"" webinar akan diadakan pada: 🗓️ kamis, 30 januari 2025 🕑 14.00 wib 📍 daring (via zoom) ⛓️‍💥",0,"negative",4506
"@TubagusSakri @mm_munif @saiful_mujani @prabowo Mohon bantuan share negara demokratis yg maju yg memakai tentara aktif sbg pejabat publik? Sy butuh pencerahannya mas.","mohon bantuan share negara demokratis yg maju yg memakai tentara aktif sbg pejabat publik? sy butuh pencerahannya mas.",2,"positive",6310
"@KompasTV Presiden itu bukan individu, tapi lembaga. Penghinaan hanya bisa dikenakan pada individu, bukan pada lembaga karena lembaga tidak memiliki yg namanya dignity. Jadi  kritik terhadap lembaga tdk ada hubungan dgn dignity.

#TolakUUTNI #PeringatanDarurat #TolakDwifungsiABRI","presiden itu bukan individu, tapi lembaga. penghinaan hanya bisa dikenakan pada individu, bukan pada lembaga karena lembaga tidak memiliki yg namanya dignity. jadi kritik terhadap lembaga tdk ada hubungan dgn dignity.",0,"negative",725
"@KangManto123 @prabowo Memang mantan PM Cina ini tekatnya memberantas korupsi tidak cuman omon2 , di Indonesia mau bersih2 dari perbuatan korupsi apakah perangkat sudah memadai ??? diantaranya RUU perampasan aset koruptor  dan hukum tidak tebang pilih dimana semua sama di mata hukum","memang mantan pm cina ini tekatnya memberantas korupsi tidak cuman omon2 , di indonesia mau bersih2 dari perbuatan korupsi apakah perangkat sudah memadai ??? diantaranya ruu perampasan aset koruptor dan hukum tidak tebang pilih dimana semua sama di mata hukum",0,"negative",8323
"keren abis, 100 hari Presiden Prabowo langsung gas pol demi swasembada! Bravo Polri yg jaga stabilitas https://t.co/WyGFgAzYaL","keren abis, 100 hari presiden prabowo langsung gas pol demi swasembada! bravo polri yg jaga stabilitas",2,"positive",1542
"@susipudjiastuti @Gojekmilitan @prabowo Benar Bu Susi kalo itu gak penting banget.
Harusnya energy positif dipakai untuk membuat lapangan kerja seluas-luasnya dan manfaatkan sumber daya alam untuk kemakmuran dan kesejahteraan rakyat Indonesia. 
Rakyat diberikan pendidikan gratis tak cukup hanya dikasih makan gratis.","benar bu susi kalo itu gak penting banget. harusnya energy positif dipakai untuk membuat lapangan kerja seluas-luasnya dan manfaatkan sumber daya alam untuk kemakmuran dan kesejahteraan rakyat indonesia. rakyat diberikan pendidikan gratis tak cukup hanya dikasih makan gratis.",2,"positive",8313
"Sudah Lewat 100 Hari, Program Prioritas Presiden Prabowo Konsisten Sesuai Pidato Perdananya 
#KerjaNyata100Hari
#PrabowoGibran https://t.co/tta70wj2OR","sudah lewat 100 hari, program prioritas presiden prabowo konsisten sesuai pidato perdananya",2,"positive",1070
"gue malh seneng kalo orang2 berbondong2 beli emas itu buktinya mereka aware sm ekonomi saat ini. udh gabisa percaya ama pemerintah disini yg bs nyelametin hidup ya gmn cara kita nyimpennya dan ngelolanya🙏🏻","gue malh seneng kalo orang2 berbondong2 beli emas itu buktinya mereka aware sm ekonomi saat ini. udh gabisa percaya ama pemerintah disini yg bs nyelametin hidup ya gmn cara kita nyimpennya dan ngelolanya🙏🏻",2,"positive",9538
"AMANDEMEN UUD 1945 

Pada periode 5 tahun pertama @prabowo Subianto, sedang diperjuangkan utk pemilihan kepala daerah ditunjuk oleh DPRD &amp; Presiden ditunjuk oleh @mprgoid

Semua dgn dalih utk efisiensi penghematan APBN. 
Betul-betul bakal balik ke jaman orde baru.

Orde Baru 2.0 https://t.co/blj5WL1VWn","amandemen uud 1945 pada periode 5 tahun pertama subianto, sedang diperjuangkan utk pemilihan kepala daerah ditunjuk oleh dprd &amp; presiden ditunjuk oleh semua dgn dalih utk efisiensi penghematan apbn. betul-betul bakal balik ke jaman orde baru. orde baru 2.0",2,"positive",232
"Potongan Pidato Presiden Prabowo di Hut 17 Gerindra. 

Saya tidak dikendalikan Jokowi, Ndasmu, 2+8=11

#indonesiagelap https://t.co/K7zlIcVzGW","potongan pidato presiden prabowo di hut 17 gerindra. saya tidak dikendalikan jokowi, ndasmu, 2+8=11",0,"negative",2188
